"Animal","Year","Population_size_1000s","Red_in_perc","Ym_org_in_perc","Ym_upd_in_perc","DE_org_in_perc","DE_upd_in_perc","GE_org_in_MJ_per_head_per_day","GE_upd_in_MJ_per_head_per_day","Ch4_emission_org_in_kt_CRT","Ch4_emission_org_in_kt","Ch4_emission_upd_in_kt_Ym","CH4_Ym_in_kt_diff","CH4_emis_upd_in_kt_Ym_DE","CH4_Ym_De_in_kt_diff","CH4_Ym_and_Ym_DE_in_kt_diff"
"Dairy cattle",2018,19005.9191123963,10,6.08711819226108,5.47840637303497,65.1888161454926,65.7975279647187,253.298489469328,249.977714413853,1737.0607812619,1922.03329565769,1729.82996609192,192.203329565769,1707.15167766767,214.881617990017,22.678288424248
"Non-dairy cattle",2018,81721.5102251316,10,6.05598683990883,5.45038815591795,66.5886166832492,67.1942153672401,155.759608988703,153.801047160584,5041.76909063931,5055.9625760857,4550.36631847712,505.59625760857,4493.14882908311,562.813747002589,57.2174893940191
"Cattle",2019,100581.185860223,10,6.05624763733413,5.45062287360072,66.3667707567126,66.972395520446,174.946330107178,172.724760324264,6793.88178527845,6993.31869739939,6293.98682765945,699.33186973994,6214.05774077005,779.260956629341,79.9290868894013
"Dairy cattle",2019,18882.1466860419,10,6.08682402554048,5.47814162298643,65.1860714528485,65.7947538554025,254.511374684738,251.174613457274,1732.19908164197,1918.56715726236,1726.71044153613,191.856715726236,1704.07247315647,214.494684105886,22.6379683796501
"Non-dairy cattle",2019,81699.0391741811,10,6.04918087310927,5.44426278579834,66.6396520252443,67.2445701125552,156.557388719606,154.593560137223,5061.68270363648,5074.75154013703,4567.27638612333,507.475154013704,4509.98526761358,564.766272523455,57.291118509751
"Cattle",2020,99851.3706829068,10,6.0506571538332,5.44559143844988,66.4011343531485,67.0062000685318,175.6762303462,173.448852944438,6761.01484334618,6965.48626952045,6268.9376425684,696.548626952044,6189.44968153223,776.036587988217,79.4879610361731
"Dairy cattle",2020,18791.7124481271,10,6.08339361722834,5.47505425550551,65.19149892789,65.7998382896128,257.669853208438,254.294047009018,1743.40269977244,1931.98425091535,1738.78582582382,193.198425091535,1716.00549705353,215.978753861818,22.7803287702832
"Non-dairy cattle",2020,81059.6582347797,10,6.04306800011498,5.43876120010348,66.6815589388615,67.285865738873,156.668000889512,154.706858803846,5017.61214357374,5033.5020186051,4530.15181674459,503.35020186051,4473.4441844787,560.057834126399,56.7076322658895
"Cattle",2021,99961.2305633913,10,6.03570790686236,5.43213711617612,66.5243365440543,67.1279073347406,176.390845352467,174.165222239581,6774.31029824951,6986.38138363322,6287.7432452699,698.638138363321,6208.39879286544,777.982590767778,79.3444524044571
"Dairy cattle",2021,18859.4659206171,10,6.08467611261459,5.47620850135313,65.2020159620676,65.8104835733291,260.117784292023,256.710153818586,1764.28422845022,1957.78319927982,1762.00487935184,195.778319927982,1738.92202272377,218.861176556055,23.0828566280732
"Non-dairy cattle",2021,81101.7646427742,10,6.0243208031212,5.42188872280908,66.8318299760648,67.4342620563769,156.920919407905,154.970161183994,5010.02606979929,5028.5981843534,4525.73836591806,502.859818435339,4469.47677014168,559.121414211722,56.2615957763837
"Cattle",2022,98015.2850473235,10,6.02904622419714,5.42614160177742,66.5752063535481,67.1781109759678,176.621060526727,174.397104474868,6639.27939375694,6852.56070327076,6167.30463294368,685.256070327076,6089.63819934361,762.922503927144,77.6664336000686
"Dairy cattle",2022,18626.1558140982,10,6.08340995565975,5.47506896009378,65.2102965286737,65.8186375242397,261.303036841057,257.881335647726,1748.14995735105,1941.96978608094,1747.77280747285,194.196978608094,1724.8861377529,217.083648328043,22.8866697199487
"Non-dairy cattle",2022,79389.1292332253,10,6.01629148884938,5.41466233996444,66.8954394045445,67.4970685534294,156.753105043265,154.81016212061,4891.12943640589,4910.59091718981,4419.53182547083,491.059091718982,4364.75206159071,545.838855599101,54.7797638801194
